docId,filename,0 centre polare box,1 men sexual trannie,2 ftm newsletter boys,3 herb rhonnie devices,4 herb skin kit,5 masculine jamie love,6 wearing mtf solution,7 tp 00pm prosthesis,8 group les publish,9 unable drug annie
0,BoysWillBeBoys1-February-1992.txt,0.004161567899912716,5.318561057156547E-4,0.46403967791000805,0.010519202774274584,0.001080915619418458,0.021204655580034787,0.0013259379561250777,2.980890595291171E-4,0.1606570952017654,0.33618100189321615
1,BoysWillBeBoys10-December-1992.txt,0.03151173850481531,0.006569700845553668,0.5232109590498769,0.21403920573985966,1.9357986838544904E-4,4.239906855248224E-4,0.20690263994118854,0.007309444570782128,0.0064630579514705876,0.003375682842542961
2,BoysWillBeBoys12-March-1993.txt,0.011435373578209887,0.47003299738561655,0.4625279570800112,0.00498614130326878,2.0945534129845547E-4,0.004775074636641073,0.013450478069847144,0.003592579161913933,0.028574655437730898,4.152880054620329E-4
3,BoysWillBeBoys15-Aug-Sept-1993.txt,0.13352457142733345,6.671274506362423E-4,0.4219658746008685,0.34020094457361744,2.203952302034951E-4,0.0016181619248007968,0.05502878716604386,0.001509343069301124,0.003952027699713473,0.04131276685748154
4,BoysWillBeBoys15-Oct-Nov-1993.txt,0.5438170651432435,0.017716628812426912,0.40360152098480834,0.026037342926163578,4.0045187842067075E-4,8.770946476376755E-4,9.588815461653857E-4,6.793738754948467E-4,9.9154323313723E-4,0.004920096952501802
5,BoysWillBeBoys5-July-1992.txt,6.153746807944202E-4,0.02120860282407563,0.6280229226570413,0.0016696336601153188,1.9996129164606317E-4,0.32700071773238315,0.007689971902543286,0.005490069978167219,0.004615781948936376,0.003486963324297224
6,BoysWillBeBoys6-August-1992.txt,6.141094110272252E-4,6.040302415001E-4,0.42215003869389606,6.381524497240949E-4,0.03823733659917928,4.370671724045141E-4,4.7782260122342064E-4,0.5338955989963244,4.940983260943839E-4,0.002451745508626518
7,BoysWillBeBoys9-November-1992.txt,0.013165469192554518,0.035103363809818565,0.39640903115246245,0.015717460236376928,0.46525383226892325,0.04003077886998907,0.01136540338507455,2.77960095762677E-4,0.022351851720440713,3.2484926859723657E-4
